timestamp,key,time_diff
1771422690.8994195,l,10.5204
1771422690.910666,k,0.0112
1771422690.9489155,z,0.0382
1771422690.9592328,c,0.0103
1771422691.058658,v,0.0994
1771422691.1720476,z,0.1134
1771422691.1740398,k,0.002
1771422691.17604,h,0.002
1771422691.1800401,s,0.004
1771422691.2646873,b,0.0846
1771422691.2930205,v,0.0283
1771422691.324724,Key.space,0.0317
1771422691.3750615,k,0.0503
1771422691.423373,x,0.0483
1771422691.484667,b,0.0613
1771422691.5053155,g,0.0206
1771422691.5719838,k,0.0667
1771422691.576475,j,0.0045
1771422691.7036314,b,0.1272
1771422691.7584932,;,0.0549
1771422691.7624946,l,0.004
1771422691.8244045,x,0.0619
1771422691.8522997,n,0.0279
1771422691.911474,b,0.0592
1771422691.9403822,;,0.0289
1771422691.9416058,l,0.0012
1771422692.0210977,x,0.0795
1771422692.0271096,n,0.006
1771422692.0538802,d,0.0268
1771422692.0981984,b,0.0443
1771422692.1191976,j,0.021
1771422692.1221921,l,0.003
1771422692.2069023,n,0.0847
1771422692.2454348,f,0.0385
1771422692.2992508,b,0.0538
1771422692.3119004,j,0.0126
1771422692.3941226,n,0.0822
1771422692.4001157,Key.alt_l,0.006
1771422692.4777148,l,0.0776
1771422692.4917138,b,0.014
1771422692.5701616,n,0.0784
1771422692.6195524,x,0.0494
1771422692.6407244,l,0.0212
1771422692.6467211,;,0.006
1771422692.700923,g,0.0542
1771422692.73307,h,0.0321
1771422692.8101573,;,0.0771
1771422692.8131394,l,0.003
1771422692.8201404,d,0.007
1771422692.8324723,f,0.0123
1771422692.8968804,h,0.0644
1771422692.9138806,g,0.017
1771422692.9844956,;,0.0706
1771422692.9874072,l,0.0029
1771422693.0224001,z,0.035
1771422693.0707648,h,0.0484
1771422693.1160617,g,0.0453
1771422693.180898,",",0.0648
1771422693.186898,j,0.006
1771422693.2244344,z,0.0375
1771422693.2797408,h,0.0553
1771422693.284748,Key.space,0.005
1771422693.3506134,g,0.0659
1771422693.3770251,j,0.0264
1771422693.4450076,Key.cmd,0.068
1771422693.476905,h,0.0319
1771422693.4819474,x,0.005
1771422693.5914044,f,0.1095
1771422693.6819634,h,0.0906
1771422693.686963,z,0.005
1771422693.7149634,x,0.028
1771422693.7816174,u,0.0667
1771422693.885335,h,0.1037
1771422693.9383273,z,0.053
1771422693.9872522,s,0.0489
1771422693.9902532,j,0.003
1771422694.0032835,",",0.013
1771422694.0969262,g,0.0936
1771422694.101909,h,0.005
1771422694.1059024,Key.space,0.004
1771422694.1794548,;,0.0736
1771422694.2070966,x,0.0276
1771422694.2605352,f,0.0534
1771422694.3035417,h,0.043
1771422694.3372064,b,0.0337
1771422694.4024363,l,0.0652
1771422706.9855444,s,12.5831
1771422707.0082793,h,0.0227
1771422707.1276927,g,0.1194
1771422707.1600215,k,0.0323
1771422707.1702378,u,0.0102
1771422707.296567,s,0.1263
1771422707.299501,h,0.0029
1771422707.4180334,g,0.1185
1771422707.4221554,u,0.0041
1771422707.4941921,h,0.072
1771422707.5425777,d,0.0484
1771422707.618863,u,0.0763
1771422707.6574912,Key.space,0.0386
1771422707.6900783,g,0.0326
1771422707.7007492,h,0.0107
1771422707.7839675,d,0.0832
1771422707.7849712,s,0.001
1771422707.8056867,f,0.0207
1771422707.8097405,;,0.0041
1771422707.8127406,o,0.003
1771422707.886968,h,0.0742
